Bin,p
SRR1950730,p__Bacillota
ERR3404893,p__Proteobacteria
ERR3404784,p__Proteobacteria
ERR3405098,p__Proteobacteria
SRR3131720,p__Proteobacteria
SRR3132053,p__Proteobacteria
SRR3132217,p__Proteobacteria
SRR4408040,p__Proteobacteria
SRR13077666,p__Cyanobacteriota
SRR21144642,p__Bacillota_A
ERR3404768,p__Firmicutes
ERR3404861,p__Firmicutes
ERR3405006,p__Firmicutes
ERR3405029,p__Firmicutes
ERR3405289,p__Firmicutes
ERR3405515,p__Firmicutes
ERR3405582,p__Firmicutes
ERR3405583,p__Firmicutes
ERR3405745,p__Firmicutes
ERR3405794,p__Firmicutes
ERR3405824,p__Firmicutes
ERR526022,p__Firmicutes
ERR526022,p__Bacillota
SRR18191175,p__Bacillota
SRR3131762,p__Firmicutes
SRR3132001,p__Firmicutes
SRR3132319,p__Firmicutes
SRR3132381,p__Firmicutes
SRR3726351,p__Firmicutes
SRR3726352,p__Firmicutes
SRR5405629,p__Firmicutes
SRR5405808,p__Firmicutes
SRR5405830,p__Firmicutes
SRR5405832,p__Firmicutes
SRR5405833,p__Firmicutes
SRR5405834,p__Firmicutes
SRR5405835,p__Firmicutes
SRR5405836,p__Firmicutes
SRR5405837,p__Firmicutes
SRR5405838,p__Firmicutes
SRR5405844,p__Firmicutes
SRR5405845,p__Firmicutes
SRR5405878,p__Firmicutes
SRR5405992,p__Firmicutes
SRR5405993,p__Firmicutes
SRR5405995,p__Firmicutes
SRR5405996,p__Firmicutes
SRR5405998,p__Firmicutes
SRR5405999,p__Firmicutes
SRR5406004,p__Firmicutes
SRR5406005,p__Firmicutes
SRR5406006,p__Firmicutes
SRR5406007,p__Firmicutes
SRR5406008,p__Firmicutes
SRR5406011,p__Firmicutes
SRR5963149,p__Firmicutes
SRR5963150,p__Firmicutes
SRR5963246,p__Firmicutes
SRR6257489,p__Firmicutes
SRR6257490,p__Firmicutes
SRR6257491,p__Firmicutes
SRR6257492,p__Firmicutes
SRR6257494,p__Firmicutes
SRR6257511,p__Firmicutes
SRR6257512,p__Firmicutes
SRR6257513,p__Firmicutes
SRR6257514,p__Firmicutes
SRR6257516,p__Firmicutes
SRR7351887,p__Firmicutes
SRR9095172,p__Firmicutes
SRR9865780,p__Bacillota
CRR476103,p__Bacillota
ERR3404651,p__Firmicutes
ERR3404652,p__Firmicutes
ERR3404653,p__Firmicutes
ERR3404805,p__Firmicutes
ERR3404994,p__Firmicutes
ERR3405119,p__Firmicutes
ERR3405120,p__Firmicutes
ERR3405294,p__Firmicutes
ERR3405372,p__Firmicutes
ERR3405468,p__Firmicutes
ERR3405496,p__Firmicutes
ERR3405512,p__Firmicutes
ERR3405523,p__Firmicutes
ERR3405548,p__Firmicutes
ERR3405709,p__Firmicutes
ERR3405724,p__Firmicutes
ERR3406072,p__Firmicutes
ERR3406128,p__Firmicutes
ERR3406129,p__Firmicutes
ERR3406143,p__Firmicutes
ERR3406149,p__Firmicutes
ERR525715,p__Firmicutes
ERR525715,p__Bacillota
ERR525808,p__Firmicutes
ERR525808,p__Bacillota
ERR525888,p__Firmicutes
ERR525888,p__Bacillota
ERR525957,p__Firmicutes
ERR525957,p__Bacillota
ERR525958,p__Firmicutes
ERR525958,p__Bacillota
SRR13077860,p__Bacillota
SRR13077901,p__Bacillota
SRR14000830,p__Bacillota
SRR18191122,p__Bacillota
SRR18191136,p__Bacillota
SRR3131800,p__Firmicutes
SRR3131882,p__Firmicutes
SRR3132085,p__Firmicutes
SRR3132423,p__Firmicutes
SRR5273966,p__Firmicutes
SRR5274011,p__Firmicutes
SRR5274065,p__Firmicutes
SRR5405721,p__Firmicutes
SRR5405722,p__Firmicutes
SRR5405723,p__Firmicutes
SRR5405724,p__Firmicutes
SRR5405725,p__Firmicutes
SRR5405726,p__Firmicutes
SRR5405727,p__Firmicutes
SRR5405728,p__Firmicutes
SRR5405729,p__Firmicutes
SRR5405731,p__Firmicutes
SRR5405734,p__Firmicutes
SRR5575620,p__Firmicutes
SRR5963169,p__Firmicutes
SRR5963219,p__Firmicutes
SRR5963224,p__Firmicutes
SRR5963279,p__Firmicutes
SRR5963280,p__Firmicutes
SRR5963283,p__Firmicutes
SRR5963412,p__Firmicutes
SRR5963413,p__Firmicutes
SRR6257410,p__Firmicutes
SRR6257485,p__Firmicutes
SRR6277130,p__Firmicutes
SRR6915126,p__Bacillota
SRR7280795,p__Firmicutes
SRR7280798,p__Firmicutes
SRR7280812,p__Firmicutes
SRR7280841,p__Firmicutes
SRR7280989,p__Firmicutes
SRR7281007,p__Firmicutes
SRR7351889,p__Firmicutes
SRR7351893,p__Firmicutes
SRR7352004,p__Firmicutes
SRR7411391,p__Firmicutes
SRR9865438,p__Firmicutes
SRR9865438,p__Bacillota
SRR9865623,p__Bacillota
SRR9865623,p__Firmicutes
SRR9865832,p__Bacillota
SRR9865837,p__Bacillota
SRR9865837,p__Firmicutes
ERR3404918,p__Firmicutes
ERR3405109,p__Firmicutes
ERR3405305,p__Firmicutes
ERR3405756,p__Firmicutes
SRR12328924,p__Bacillota
SRR13077808,p__Bacillota
SRR13077912,p__Bacillota
SRR1779115,p__Firmicutes
SRR1779117,p__Firmicutes
SRR17827827,p__Bacillota
SRR18191141,p__Bacillota
SRR3132405,p__Firmicutes
SRR13077715,p__Bacillota
SRR13077909,p__Bacillota
SRR16124359,p__Bacillota
SRR5273892,p__Firmicutes
ERR3404624,p__Firmicutes
ERR3404625,p__Firmicutes
ERR3404626,p__Firmicutes
ERR3404627,p__Firmicutes
ERR3404628,p__Firmicutes
ERR3404734,p__Firmicutes
ERR3404791,p__Firmicutes
ERR3404816,p__Firmicutes
ERR3404862,p__Firmicutes
ERR3404915,p__Firmicutes
ERR3405022,p__Firmicutes
ERR3405051,p__Firmicutes
ERR3405144,p__Firmicutes
ERR3405178,p__Firmicutes
ERR3405277,p__Firmicutes
ERR3405278,p__Firmicutes
ERR3405279,p__Firmicutes
ERR3405337,p__Firmicutes
ERR3405338,p__Firmicutes
ERR3405561,p__Firmicutes
ERR3405563,p__Firmicutes
ERR3405700,p__Firmicutes
ERR3405711,p__Firmicutes
ERR3405753,p__Firmicutes
ERR3405806,p__Firmicutes
ERR3405812,p__Firmicutes
ERR3405839,p__Firmicutes
ERR3405876,p__Firmicutes
ERR3405885,p__Firmicutes
ERR3405909,p__Firmicutes
ERR3405937,p__Firmicutes
ERR3405951,p__Firmicutes
ERR3406031,p__Firmicutes
ERR3406032,p__Firmicutes
ERR3406033,p__Firmicutes
ERR3406051,p__Firmicutes
ERR3406143,p__Firmicutes
ERR3406148,p__Firmicutes
ERR3406180,p__Firmicutes
ERR3406196,p__Firmicutes
ERR3406210,p__Firmicutes
ERR3406215,p__Firmicutes
ERR3406261,p__Firmicutes
ERR3406296,p__Firmicutes
ERR525766,p__Firmicutes
ERR7671954,p__Bacillota
SRR3131846,p__Firmicutes
SRR3131892,p__Firmicutes
SRR3131955,p__Firmicutes
SRR3132213,p__Firmicutes
SRR3132289,p__Firmicutes
SRR3132371,p__Firmicutes
SRR3132393,p__Firmicutes
SRR3132447,p__Firmicutes
SRR5273920,p__Firmicutes
SRR5273987,p__Firmicutes
SRR5273988,p__Firmicutes
SRR5273999,p__Firmicutes
SRR5405788,p__Firmicutes
SRR5405790,p__Firmicutes
SRR5405793,p__Firmicutes
SRR5405796,p__Firmicutes
SRR5405800,p__Firmicutes
SRR5963161,p__Firmicutes
SRR5963228,p__Firmicutes
SRR5963385,p__Firmicutes
SRR5963398,p__Firmicutes
SRR6277111,p__Firmicutes
SRR6277117,p__Firmicutes
SRR6795041,p__Firmicutes
SRR6795046,p__Firmicutes
SRR7351680,p__Firmicutes
SRR7411321,p__Firmicutes
SRR8692184,p__Firmicutes
SRR8692207,p__Firmicutes
SRR8692215,p__Firmicutes
SRR8692238,p__Firmicutes
SRR8942372,p__Firmicutes
SRR8942389,p__Firmicutes
SRR8942422,p__Firmicutes
SRR9865752,p__Firmicutes
ERR3404856,p__Firmicutes
SRR18191116,p__Bacillota
SRR3131808,p__Firmicutes
SRR5963239,p__Firmicutes
SRR5963240,p__Firmicutes
SRR5963175,p__Firmicutes
SRR5963176,p__Firmicutes
SRR12442177,p__Bacillota
SRR13077760,p__Bacillota
ERR7671947,p__Bacillota
ERR7671963,p__Bacillota
SRR13077906,p__Bacillota
SRR14355328,p__Bacillota
SRR14355335,p__Bacillota
SRR14355358,p__Bacillota
SRR14355365,p__Bacillota
SRR14355369,p__Bacillota
SRR14355382,p__Bacillota
SRR14355389,p__Bacillota
SRR14355394,p__Bacillota
SRR14355396,p__Bacillota
SRR14355427,p__Bacillota
SRR14355431,p__Bacillota
SRR14355432,p__Bacillota
SRR14355439,p__Bacillota
SRR17827860,p__Bacillota
SRR18191164,p__Bacillota
SRR23999413,p__Bacillota
SRR23999439,p__Bacillota
SRR6795020,p__Firmicutes
SRR6795030,p__Firmicutes
SRR6795031,p__Firmicutes
SRR6795055,p__Firmicutes
ERR3404923,p__Firmicutes
ERR3405291,p__Firmicutes
ERR3405304,p__Firmicutes
ERR3405470,p__Firmicutes
ERR3405564,p__Firmicutes
ERR3405724,p__Firmicutes
ERR3405812,p__Firmicutes
ERR525938,p__Firmicutes
SRR7716240,p__Firmicutes
ERR3405837,p__Firmicutes
SRR13077699,p__Bacillota
ERR3404895,p__Firmicutes
ERR3405265,p__Firmicutes
ERR3404686,p__Firmicutes
ERR3404776,p__Firmicutes
ERR3404924,p__Firmicutes
ERR3405054,p__Firmicutes
ERR3405317,p__Firmicutes
ERR3405393,p__Firmicutes
ERR3405776,p__Firmicutes
ERR3405827,p__Firmicutes
ERR3405868,p__Firmicutes
ERR3405886,p__Firmicutes
ERR3405906,p__Firmicutes
ERR3405921,p__Firmicutes
ERR3406034,p__Firmicutes
ERR3406235,p__Firmicutes
ERR3406242,p__Firmicutes
ERR3406257,p__Firmicutes
ERR525704,p__Firmicutes
ERR525704,p__Bacillota
ERR525748,p__Bacillota
ERR525748,p__Firmicutes
ERR525755,p__Firmicutes
ERR525755,p__Bacillota
ERR525765,p__Bacillota
ERR525765,p__Firmicutes
ERR525777,p__Bacillota
ERR525777,p__Firmicutes
ERR525807,p__Firmicutes
ERR525807,p__Bacillota
ERR525825,p__Firmicutes
ERR525825,p__Bacillota
ERR525833,p__Firmicutes
ERR525833,p__Bacillota
ERR525837,p__Bacillota
ERR525837,p__Firmicutes
ERR525981,p__Bacillota
ERR525993,p__Firmicutes
ERR525993,p__Bacillota
ERR526013,p__Bacillota
ERR526013,p__Firmicutes
ERR526049,p__Firmicutes
ERR526049,p__Bacillota
SRR14355370,p__Bacillota
SRR14355385,p__Bacillota
SRR14355418,p__Bacillota
SRR14355423,p__Bacillota
SRR14355431,p__Bacillota
SRR5273884,p__Firmicutes
SRR5273889,p__Firmicutes
SRR5273944,p__Firmicutes
SRR5273997,p__Firmicutes
SRR6277120,p__Firmicutes
SRR6795028,p__Firmicutes
SRR7280820,p__Firmicutes
SRR7280904,p__Firmicutes
SRR7351737,p__Firmicutes
SRR7351783,p__Firmicutes
SRR7351948,p__Firmicutes
SRR7411250,p__Firmicutes
SRR7411279,p__Firmicutes
SRR7411293,p__Firmicutes
SRR7411335,p__Firmicutes
SRR7411387,p__Firmicutes
SRR8692212,p__Firmicutes
SRR8692237,p__Firmicutes
SRR8692238,p__Firmicutes
SRR8692240,p__Firmicutes
CRR029085,p__Bacillota
ERR3404700,p__Firmicutes
ERR3404705,p__Firmicutes
ERR3404826,p__Firmicutes
ERR3404830,p__Firmicutes
ERR3404840,p__Firmicutes
ERR3404929,p__Firmicutes
ERR3404944,p__Firmicutes
ERR3405268,p__Firmicutes
ERR3405270,p__Firmicutes
ERR3405445,p__Firmicutes
ERR3405479,p__Firmicutes
ERR3405480,p__Firmicutes
ERR3405481,p__Firmicutes
ERR3405526,p__Firmicutes
ERR3405606,p__Firmicutes
ERR3405705,p__Firmicutes
ERR3405805,p__Firmicutes
ERR3405859,p__Firmicutes
ERR3405889,p__Firmicutes
ERR3405998,p__Firmicutes
ERR3406008,p__Firmicutes
ERR3406039,p__Firmicutes
ERR3406061,p__Firmicutes
ERR3406097,p__Firmicutes
ERR3406178,p__Firmicutes
ERR3406220,p__Firmicutes
ERR3406250,p__Firmicutes
ERR3406281,p__Firmicutes
ERR3406290,p__Firmicutes
ERR3406295,p__Firmicutes
ERR525731,p__Firmicutes
ERR525731,p__Bacillota
ERR525793,p__Bacillota
ERR525793,p__Firmicutes
ERR525886,p__Firmicutes
ERR525886,p__Bacillota
ERR526012,p__Bacillota
ERR526012,p__Firmicutes
SRR12137118,p__Bacillota
SRR12557707,p__Bacillota
SRR14000856,p__Bacillota
SRR14000863,p__Bacillota
SRR14000967,p__Bacillota
SRR14000980,p__Bacillota
SRR14000988,p__Bacillota
SRR14001042,p__Bacillota
SRR14001046,p__Bacillota
SRR14017428,p__Bacillota
SRR14017491,p__Bacillota
SRR14017569,p__Bacillota
SRR14355323,p__Bacillota
SRR14355370,p__Bacillota
SRR14355393,p__Bacillota
SRR14355406,p__Bacillota
SRR14355415,p__Bacillota
SRR14355416,p__Bacillota
SRR17648354,p__Bacillota
SRR17648415,p__Bacillota
SRR18191140,p__Bacillota
SRR4408075,p__Firmicutes
SRR5405811,p__Firmicutes
SRR5405815,p__Firmicutes
SRR5963138,p__Firmicutes
SRR5963139,p__Firmicutes
SRR5963140,p__Firmicutes
SRR5963141,p__Firmicutes
SRR5963142,p__Firmicutes
SRR5963143,p__Firmicutes
SRR5963380,p__Firmicutes
SRR5963381,p__Firmicutes
SRR5963389,p__Firmicutes
SRR6257390,p__Firmicutes
SRR6257391,p__Firmicutes
SRR6257442,p__Firmicutes
SRR6257443,p__Firmicutes
SRR6257444,p__Firmicutes
SRR6257445,p__Firmicutes
SRR6795033,p__Firmicutes
SRR6795042,p__Firmicutes
SRR7217553,p__Firmicutes
SRR7217636,p__Firmicutes
SRR7217638,p__Firmicutes
SRR7217639,p__Firmicutes
SRR7217640,p__Firmicutes
SRR7217755,p__Firmicutes
SRR7217853,p__Firmicutes
SRR7217854,p__Firmicutes
SRR7280962,p__Firmicutes
SRR7280965,p__Firmicutes
SRR7351721,p__Firmicutes
SRR7351723,p__Firmicutes
SRR7351855,p__Firmicutes
SRR7352085,p__Firmicutes
SRR8692199,p__Firmicutes
SRR8692209,p__Firmicutes
SRR8692225,p__Firmicutes
SRR8692226,p__Firmicutes
SRR8942411,p__Firmicutes
SRR9865420,p__Firmicutes
SRR9865420,p__Bacillota
SRR9865462,p__Bacillota
SRR9865462,p__Firmicutes
SRR9865594,p__Firmicutes
SRR9865594,p__Bacillota
ERR3404923,p__Firmicutes
ERR3405476,p__Firmicutes
SRR7411277,p__Firmicutes
SRR9865454,p__Firmicutes
SRR9865454,p__Bacillota
ERR3404850,p__Firmicutes
SRR5405848,p__Firmicutes
SRR5963160,p__Firmicutes
SRR5963161,p__Firmicutes
SRR5963385,p__Firmicutes
ERR3406041,p__Firmicutes
ERR525812,p__Bacillota
SRR5963239,p__Firmicutes
SRR5963240,p__Firmicutes
SRR5963159,p__Firmicutes
SRR5963270,p__Firmicutes
SRR5963410,p__Firmicutes
SRR7716236,p__Firmicutes
SRR5963364,p__Firmicutes
SRR5963434,p__Firmicutes
ERR525695,p__Firmicutes
ERR3404680,p__Firmicutes
SRR5405839,p__Firmicutes
SRR13077892,p__Bacillota
SRR18191120,p__Bacillota
SRR18191122,p__Bacillota
SRR18191137,p__Bacillota
SRR18191141,p__Bacillota
SRR18191161,p__Bacillota
SRR18191176,p__Bacillota
ERR3405128,p__Firmicutes
SRR13077699,p__Bacillota
SRR9865710,p__Bacillota
SRR5963339,p__Firmicutes
SRR5963428,p__Firmicutes
ERR3405722,p__Firmicutes
ERR3405781,p__Firmicutes
ERR3405812,p__Firmicutes
ERR3406169,p__Firmicutes
SRR13077852,p__Bacillota
SRR5273959,p__Firmicutes
SRR7411254,p__Firmicutes
ERR3404656,p__Firmicutes
ERR3404696,p__Firmicutes
ERR3404700,p__Firmicutes
ERR3404747,p__Firmicutes
ERR3404759,p__Firmicutes
ERR3404763,p__Firmicutes
ERR3404800,p__Firmicutes
ERR3404836,p__Firmicutes
ERR3404866,p__Firmicutes
ERR3404873,p__Firmicutes
ERR3404900,p__Firmicutes
ERR3404932,p__Firmicutes
ERR3404941,p__Firmicutes
ERR3404998,p__Firmicutes
ERR3405004,p__Firmicutes
ERR3405007,p__Firmicutes
ERR3405028,p__Firmicutes
ERR3405050,p__Firmicutes
ERR3405085,p__Firmicutes
ERR3405156,p__Firmicutes
ERR3405189,p__Firmicutes
ERR3405196,p__Firmicutes
ERR3405205,p__Firmicutes
ERR3405233,p__Firmicutes
ERR3405234,p__Firmicutes
ERR3405236,p__Firmicutes
ERR3405246,p__Firmicutes
ERR3405249,p__Firmicutes
ERR3405254,p__Firmicutes
ERR3405256,p__Firmicutes
ERR3405262,p__Firmicutes
ERR3405293,p__Firmicutes
ERR3405343,p__Firmicutes
ERR3405354,p__Firmicutes
ERR3405373,p__Firmicutes
ERR3405382,p__Firmicutes
ERR3405424,p__Firmicutes
ERR3405435,p__Firmicutes
ERR3405437,p__Firmicutes
ERR3405454,p__Firmicutes
ERR3405463,p__Firmicutes
ERR3405489,p__Firmicutes
ERR3405525,p__Firmicutes
ERR3405547,p__Firmicutes
ERR3405548,p__Firmicutes
ERR3405555,p__Firmicutes
ERR3405628,p__Firmicutes
ERR3405639,p__Firmicutes
ERR3405645,p__Firmicutes
ERR3405659,p__Firmicutes
ERR3405669,p__Firmicutes
ERR3405696,p__Firmicutes
ERR3405752,p__Firmicutes
ERR3405808,p__Firmicutes
ERR3405850,p__Firmicutes
ERR3406146,p__Firmicutes
ERR3406149,p__Firmicutes
ERR3406159,p__Firmicutes
ERR3406174,p__Firmicutes
ERR3406178,p__Firmicutes
ERR3406250,p__Firmicutes
ERR525888,p__Firmicutes
ERR525970,p__Firmicutes
SRR3132023,p__Firmicutes
SRR3132289,p__Firmicutes
SRR5273974,p__Firmicutes
SRR5405710,p__Firmicutes
SRR5405711,p__Firmicutes
SRR5405972,p__Firmicutes
SRR5405973,p__Firmicutes
SRR5405984,p__Firmicutes
SRR5405987,p__Firmicutes
SRR5575365,p__Firmicutes
SRR5575367,p__Firmicutes
SRR5963246,p__Firmicutes
SRR5963249,p__Firmicutes
SRR5963251,p__Firmicutes
SRR5963368,p__Firmicutes
SRR5963403,p__Firmicutes
SRR6277116,p__Firmicutes
SRR6277134,p__Firmicutes
SRR7217667,p__Firmicutes
SRR7217761,p__Firmicutes
SRR7280825,p__Firmicutes
SRR7281034,p__Firmicutes
SRR7351705,p__Firmicutes
SRR7351754,p__Firmicutes
SRR7351829,p__Firmicutes
SRR7351863,p__Firmicutes
SRR7352105,p__Firmicutes
SRR7411265,p__Firmicutes
SRR7411273,p__Firmicutes
SRR7411402,p__Firmicutes
SRR7411405,p__Firmicutes
SRR7411409,p__Firmicutes
SRR7716239,p__Firmicutes
SRR7716242,p__Firmicutes
ERR3405250,p__Firmicutes
ERR3405791,p__Firmicutes
SRR6277156,p__Firmicutes
SRR9095198,p__Firmicutes
ERR525740,p__Bacillota
ERR525808,p__Bacillota
SRR13077669,p__Bacillota
SRR13077692,p__Bacillota
SRR13077737,p__Bacillota
SRR13077829,p__Bacillota
SRR13077903,p__Bacillota
SRR13077906,p__Bacillota
SRR14355328,p__Bacillota
SRR17827893,p__Bacillota
SRR18191192,p__Bacillota
ERR525970,p__Bacillota
SRR13077668,p__Bacillota
SRR13077681,p__Bacillota
ERR3405726,p__Firmicutes
SRR7281076,p__Firmicutes
SRR14001071,p__Bacillota
SRR18191128,p__Bacillota
SRR18191184,p__Bacillota
ERR525888,p__Bacillota
SRR17827948,p__Bacillota
CRR057272,p__Bacillota
CRR476072,p__Bacillota
CRR476105,p__Bacillota
ERR525766,p__Bacillota
ERR7671877,p__Bacillota
ERR7671883,p__Bacillota
ERR7671915,p__Bacillota
ERR7671923,p__Bacillota
SRR13077853,p__Bacillota
SRR14000826,p__Bacillota
SRR14001045,p__Bacillota
SRR14355352,p__Bacillota
SRR14355391,p__Bacillota
SRR14355398,p__Bacillota
SRR17827900,p__Bacillota
SRR18191173,p__Bacillota
SRR20677855,p__Bacillota
SRR9865752,p__Bacillota
SRR1779154,p__Firmicutes
ERR3405513,p__Firmicutes
SRR5405842,p__Firmicutes
SRR5405845,p__Firmicutes
ERR3406169,p__Firmicutes
CRR029087,p__Bacillota
CRR029090,p__Bacillota
CRR057318,p__Bacillota
CRR191900,p__Bacillota
CRR191907,p__Bacillota
CRR191909,p__Bacillota
CRR191922,p__Bacillota
ERR3404625,p__Firmicutes
ERR3404639,p__Firmicutes
ERR3404673,p__Firmicutes
ERR3404674,p__Firmicutes
ERR3404675,p__Firmicutes
ERR3404677,p__Firmicutes
ERR3404688,p__Firmicutes
ERR3404689,p__Firmicutes
ERR3404693,p__Firmicutes
ERR3404707,p__Firmicutes
ERR3404737,p__Firmicutes
ERR3404742,p__Firmicutes
ERR3404748,p__Firmicutes
ERR3404756,p__Firmicutes
ERR3404769,p__Firmicutes
ERR3404789,p__Firmicutes
ERR3404792,p__Firmicutes
ERR3404796,p__Firmicutes
ERR3404800,p__Firmicutes
ERR3404803,p__Firmicutes
ERR3404812,p__Firmicutes
ERR3404815,p__Firmicutes
ERR3404818,p__Firmicutes
ERR3404819,p__Firmicutes
ERR3404826,p__Firmicutes
ERR3404833,p__Firmicutes
ERR3404856,p__Firmicutes
ERR3404863,p__Firmicutes
ERR3404864,p__Firmicutes
ERR3404865,p__Firmicutes
ERR3404876,p__Firmicutes
ERR3404878,p__Firmicutes
ERR3404882,p__Firmicutes
ERR3404885,p__Firmicutes
ERR3404886,p__Firmicutes
ERR3404887,p__Firmicutes
ERR3404889,p__Firmicutes
ERR3404890,p__Firmicutes
ERR3404903,p__Firmicutes
ERR3404909,p__Firmicutes
ERR3404912,p__Firmicutes
ERR3404916,p__Firmicutes
ERR3404917,p__Firmicutes
ERR3404918,p__Firmicutes
ERR3404921,p__Firmicutes
ERR3404923,p__Firmicutes
ERR3404928,p__Firmicutes
ERR3404930,p__Firmicutes
ERR3404931,p__Firmicutes
ERR3404956,p__Firmicutes
ERR3404963,p__Firmicutes
ERR3404964,p__Firmicutes
ERR3404980,p__Firmicutes
ERR3404986,p__Firmicutes
ERR3404994,p__Firmicutes
ERR3404996,p__Firmicutes
ERR3405026,p__Firmicutes
ERR3405036,p__Firmicutes
ERR3405043,p__Firmicutes
ERR3405046,p__Firmicutes
ERR3405048,p__Firmicutes
ERR3405050,p__Firmicutes
ERR3405059,p__Firmicutes
ERR3405075,p__Firmicutes
ERR3405080,p__Firmicutes
ERR3405085,p__Firmicutes
ERR3405087,p__Firmicutes
ERR3405088,p__Firmicutes
ERR3405104,p__Firmicutes
ERR3405106,p__Firmicutes
ERR3405109,p__Firmicutes
ERR3405112,p__Firmicutes
ERR3405129,p__Firmicutes
ERR3405130,p__Firmicutes
ERR3405131,p__Firmicutes
ERR3405132,p__Firmicutes
ERR3405135,p__Firmicutes
ERR3405136,p__Firmicutes
ERR3405144,p__Firmicutes
ERR3405150,p__Firmicutes
ERR3405154,p__Firmicutes
ERR3405156,p__Firmicutes
ERR3405170,p__Firmicutes
ERR3405171,p__Firmicutes
ERR3405176,p__Firmicutes
ERR3405179,p__Firmicutes
ERR3405180,p__Firmicutes
ERR3405197,p__Firmicutes
ERR3405215,p__Firmicutes
ERR3405222,p__Firmicutes
ERR3405224,p__Firmicutes
ERR3405228,p__Firmicutes
ERR3405234,p__Firmicutes
ERR3405238,p__Firmicutes
ERR3405240,p__Firmicutes
ERR3405242,p__Firmicutes
ERR3405251,p__Firmicutes
ERR3405252,p__Firmicutes
ERR3405262,p__Firmicutes
ERR3405268,p__Firmicutes
ERR3405275,p__Firmicutes
ERR3405277,p__Firmicutes
ERR3405279,p__Firmicutes
ERR3405281,p__Firmicutes
ERR3405282,p__Firmicutes
ERR3405289,p__Firmicutes
ERR3405290,p__Firmicutes
ERR3405292,p__Firmicutes
ERR3405293,p__Firmicutes
ERR3405294,p__Firmicutes
ERR3405295,p__Firmicutes
ERR3405304,p__Firmicutes
ERR3405305,p__Firmicutes
ERR3405309,p__Firmicutes
ERR3405315,p__Firmicutes
ERR3405319,p__Firmicutes
ERR3405321,p__Firmicutes
ERR3405328,p__Firmicutes
ERR3405329,p__Firmicutes
ERR3405331,p__Firmicutes
ERR3405343,p__Firmicutes
ERR3405344,p__Firmicutes
ERR3405346,p__Firmicutes
ERR3405347,p__Firmicutes
ERR3405350,p__Firmicutes
ERR3405353,p__Firmicutes
ERR3405355,p__Firmicutes
ERR3405367,p__Firmicutes
ERR3405373,p__Firmicutes
ERR3405374,p__Firmicutes
ERR3405375,p__Firmicutes
ERR3405379,p__Firmicutes
ERR3405387,p__Firmicutes
ERR3405388,p__Firmicutes
ERR3405389,p__Firmicutes
ERR3405390,p__Firmicutes
ERR3405391,p__Firmicutes
ERR3405392,p__Firmicutes
ERR3405396,p__Firmicutes
ERR3405409,p__Firmicutes
ERR3405410,p__Firmicutes
ERR3405418,p__Firmicutes
ERR3405420,p__Firmicutes
ERR3405421,p__Firmicutes
ERR3405429,p__Firmicutes
ERR3405430,p__Firmicutes
ERR3405431,p__Firmicutes
ERR3405433,p__Firmicutes
ERR3405435,p__Firmicutes
ERR3405437,p__Firmicutes
ERR3405441,p__Firmicutes
ERR3405443,p__Firmicutes
ERR3405447,p__Firmicutes
ERR3405454,p__Firmicutes
ERR3405462,p__Firmicutes
ERR3405465,p__Firmicutes
ERR3405468,p__Firmicutes
ERR3405475,p__Firmicutes
ERR3405481,p__Firmicutes
ERR3405483,p__Firmicutes
ERR3405491,p__Firmicutes
ERR3405500,p__Firmicutes
ERR3405501,p__Firmicutes
ERR3405506,p__Firmicutes
ERR3405508,p__Firmicutes
ERR3405512,p__Firmicutes
ERR3405513,p__Firmicutes
ERR3405514,p__Firmicutes
ERR3405518,p__Firmicutes
ERR3405523,p__Firmicutes
ERR3405525,p__Firmicutes
ERR3405543,p__Firmicutes
ERR3405544,p__Firmicutes
ERR3405548,p__Firmicutes
ERR3405557,p__Firmicutes
ERR3405564,p__Firmicutes
ERR3405567,p__Firmicutes
ERR3405569,p__Firmicutes
ERR3405580,p__Firmicutes
ERR3405583,p__Firmicutes
ERR3405584,p__Firmicutes
ERR3405587,p__Firmicutes
ERR3405595,p__Firmicutes
ERR3405601,p__Firmicutes
ERR3405608,p__Firmicutes
ERR3405609,p__Firmicutes
ERR3405614,p__Firmicutes
ERR3405615,p__Firmicutes
ERR3405616,p__Firmicutes
ERR3405622,p__Firmicutes
ERR3405624,p__Firmicutes
ERR3405626,p__Firmicutes
ERR3405628,p__Firmicutes
ERR3405629,p__Firmicutes
ERR3405631,p__Firmicutes
ERR3405633,p__Firmicutes
ERR3405639,p__Firmicutes
ERR3405641,p__Firmicutes
ERR3405647,p__Firmicutes
ERR3405648,p__Firmicutes
ERR3405649,p__Firmicutes
ERR3405658,p__Firmicutes
ERR3405667,p__Firmicutes
ERR3405668,p__Firmicutes
ERR3405671,p__Firmicutes
ERR3405705,p__Firmicutes
ERR3405706,p__Firmicutes
ERR3405707,p__Firmicutes
ERR3405709,p__Firmicutes
ERR3405712,p__Firmicutes
ERR3405713,p__Firmicutes
ERR3405714,p__Firmicutes
ERR3405717,p__Firmicutes
ERR3405722,p__Firmicutes
ERR3405728,p__Firmicutes
ERR3405751,p__Firmicutes
ERR3405760,p__Firmicutes
ERR3405772,p__Firmicutes
ERR3405782,p__Firmicutes
ERR3405787,p__Firmicutes
ERR3405789,p__Firmicutes
ERR3405791,p__Firmicutes
ERR3405794,p__Firmicutes
